RunNumber, RunDir, input.ChoiceFile, Recovered-results , HDDs              , Energy-Total-GJ   , Ref-En-Total-GJ   , Util-Bill-gross   , Util-PV-revenue   , Util-Bill-Net     , Util-Bill-Elec    , Util-Bill-Gas     , Util-Bill-Prop    , Util-Bill-Oil     , Util-Bill-Wood    , Energy-PV-kWh     , Gross-HeatLoss-GJ , Energy-HeatingGJ  , AuxEnergyReq-HeatingGJ , TotalAirConditioning-LoadGJ , AvgAirConditioning-COP , Energy-CoolingGJ  , Energy-VentGJ     , Energy-DHWGJ      , Energy-PlugGJ     , EnergyEleckWh     , EnergyGasM3       , EnergyOil_l       , EnergyProp_L      , EnergyWood_cord   , Upgrade-cost      , SimplePaybackYrs  , PEAK-Heating-W    , PEAK-Cooling-W    , PV-size-kW        , Floor-Area-m2     , House-Volume-m3   , TEDI_kWh_m2       , MEUI_kWh_m2       , ERS-Value         , NumTries          , LapsedTime        , Win-SHGC-S        , Win-R-value-S     , Win-Area-m2-S     , Win-SHGC-SE       , Win-R-value-SE    , Win-Area-m2-SE    , Win-SHGC-E        , Win-R-value-E     , Win-Area-m2-E     , Win-SHGC-NE       , Win-R-value-NE    , Win-Area-m2-NE    , Win-SHGC-N        , Win-R-value-N     , Win-Area-m2-N     , Win-SHGC-NW       , Win-R-value-NW    , Win-Area-m2-NW    , Win-SHGC-W        , Win-R-value-W     , Win-Area-m2-W     , Win-SHGC-SW       , Win-R-value-SW    , Win-Area-m2-SW    , input.Opt-Location , input.Opt-Archetype , input.Opt-Ruleset , input.Opt-FuelCost , input.Opt-ACH , input.Opt-MainWall , input.Opt-GenericWall_1Layer_definitions , input.Opt-Ceilings , input.Opt-AtticCeilings , input.Opt-CathCeilings , input.Opt-FlatCeilings , input.Opt-H2KFoundation , input.Opt-ExposedFloor , input.Opt-CasementWindows , input.Opt-H2K-PV , input.Opt-Skylights , input.Opt-Doors , input.Opt-DoorWindows , input.Opt-RoofPitch , input.Opt-DHWSystem , input.Opt-DWHRSystem , input.Opt-HVACSystem , input.Opt-HRVspec , input.Opt-StandoffPV , input.GOconfig_rotate , input.Opt-DBFiles , input.Opt-ResultHouseCode , input.Opt-H2KFoundationSlabCrawl , input.Opt-HRVduct , input.Opt-DHWLoadScale , 
 17, HTAP-work-1, ./gen-choice-files/sim-17.choices,   General,   3890,   67.5 ,   0.0 ,   0.0   ,   0.0    ,   0.0 ,   0.0  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   67 ,   37.5 ,  37.6 ,  0.0 ,  0.0 ,   0.0 ,   0.3 ,   6.7 ,   23.0 ,   18749.9 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   0.0 ,   7841.2,   6419.7,   0.0,   189.1 ,   503.7 ,   55.2 ,   65.4 ,   0.0,   1.0,   2.0,   0.0,   0.0,   0.0,   0.266,   0.579,   9.2,   0.0,   0.0,   0.0,   0.259,   0.552,   3.4,   0.0,   0.0,   0.0,   0.259,   0.554,   5.2,   0.0,   0.0,   0.0,   0.261,   0.559,   4.4,  NA,  R2000-NZE-Pilot-REIDS_WindflowerIIIMA_Lot-5.h2k,  R2000_NZE_Pilot_Base,  rates2016,  ACH_2_5,  NA,  NBC_Wall_zone5_HRV,  NA,  NBC_Ceiling_zone5_HRV,  NBC_FlatCeiling_zone5,  NBC_FlatCeiling_zone5,  NBC_BCIN_zone5_HRV,  NBC_exposed_zone5,  NBC-zone5-window,  R2000_test,  NA,  NBC-zone5-door,  NBC-zone5-window,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 18, HTAP-work-2, ./gen-choice-files/sim-18.choices,   General,   3890,   44.2 ,   0.0 ,   0.0   ,   0.0    ,   0.0 ,   0.0  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   37 ,   14.1 ,  14.2 ,  0.0 ,  0.0 ,   0.0 ,   0.3 ,   6.7 ,   23.0 ,   12270.6 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   0.0 ,   4204.1,   6234.4,   0.0,   189.1 ,   503.7 ,   20.8 ,   31.1 ,   0.0,   1.0,   2.01,   0.0,   0.0,   0.0,   0.164,   1.052,   9.2,   0.0,   0.0,   0.0,   0.156,   1.087,   3.4,   0.0,   0.0,   0.0,   0.157,   1.087,   5.2,   0.0,   0.0,   0.0,   0.161,   1.097,   4.4,  NA,  R2000-NZE-Pilot-REIDS_WindflowerIIIMA_Lot-5.h2k,  R2000_NZE_Pilot_Env,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 19, HTAP-work-0, ./gen-choice-files/sim-19.choices,   General,   3890,   30.6 ,   0.0 ,   0.0   ,   0.0    ,   0.0 ,   0.0  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   34 ,   4.6 ,  13.2 ,  2.2 ,  2.8 ,   0.6 ,   0.3 ,   1.9 ,   23.0 ,   8478.9 ,   2.2  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   0.0 ,   4156.4,   6234.4,   0.0,   189.1 ,   503.7 ,   19.5 ,   11.0 ,   0.0,   1.0,   2.11,   0.0,   0.0,   0.0,   0.164,   1.052,   9.2,   0.0,   0.0,   0.0,   0.156,   1.087,   3.4,   0.0,   0.0,   0.0,   0.157,   1.087,   5.2,   0.0,   0.0,   0.0,   0.161,   1.097,   4.4,  NA,  R2000-NZE-Pilot-REIDS_WindflowerIIIMA_Lot-5.h2k,  R2000_NZE_Pilot_Mech,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 20, HTAP-work-1, ./gen-choice-files/sim-20.choices,   General,   3890,   0.1 ,   0.0 ,   0.0   ,   194.05    ,   -194.05 ,   0.0  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   10383 ,   35 ,   4.4 ,  12.8 ,  2.2 ,  2.8 ,   0.6 ,   0.3 ,   1.9 ,   23.0 ,   0.2 ,   2.2  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   -194.1 ,   4156.4,   6234.4,   15.0,   189.1 ,   503.7 ,   18.8 ,   10.8 ,   0.0,   1.0,   2.09,   0.0,   0.0,   0.0,   0.164,   1.052,   9.2,   0.0,   0.0,   0.0,   0.156,   1.087,   3.4,   0.0,   0.0,   0.0,   0.157,   1.087,   5.2,   0.0,   0.0,   0.0,   0.161,   1.097,   4.4,  NA,  R2000-NZE-Pilot-REIDS_WindflowerIIIMA_Lot-5.h2k,  as-found,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 21, HTAP-work-2, ./gen-choice-files/sim-21.choices,   General,   5120,   112.6 ,   0.0 ,   4545.17   ,   0.0    ,   4545.17 ,   4545.17  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   125 ,   80.9 ,  81.1 ,  0.0 ,  0.0 ,   0.0 ,   1.8 ,   7.7 ,   22.2 ,   31281.8 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   4545.2 ,   12083.1,   6530.5,   0.0,   274.5 ,   762.1 ,   82.0 ,   91.5 ,   0.0,   1.0,   2.15,   0.268,   0.637,   15.4,   0.0,   0.0,   0.0,   0.263,   0.63,   2.0,   0.255,   0.619,   0.6,   0.268,   0.636,   10.4,   0.0,   0.0,   0.0,   0.26,   0.625,   4.3,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Habitat_FinalDesign.h2k,  R2000_NZE_Pilot_Base,  rates2016,  ACH_2_5,  NA,  NBC_Wall_zone7A_HRV,  NA,  NBC_Ceiling_zone7A_HRV,  NBC_FlatCeiling_zone7A,  NBC_FlatCeiling_zone7A,  NBC_BCIN_zone7A_HRV,  NBC_exposed_zone7A,  NBC-zone7A-window,  R2000_test,  NA,  NBC-zone7A-door,  NBC-zone7A-window,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 22, HTAP-work-0, ./gen-choice-files/sim-22.choices,   General,   5120,   63.5 ,   0.0 ,   2675.37   ,   0.0    ,   2675.37 ,   2675.37  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   76 ,   31.7 ,  31.8 ,  0.0 ,  0.0 ,   0.0 ,   1.8 ,   7.8 ,   22.2 ,   17633.6 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   2675.4 ,   6324.9,   6575.1,   0.0,   274.5 ,   762.1 ,   32.2 ,   41.8 ,   0.0,   1.0,   2.22,   0.375,   0.906,   15.4,   0.0,   0.0,   0.0,   0.243,   0.786,   2.0,   0.273,   0.793,   0.6,   0.291,   0.951,   10.4,   0.0,   0.0,   0.0,   0.238,   0.749,   4.3,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Habitat_FinalDesign.h2k,  R2000_NZE_Pilot_Env,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 23, HTAP-work-1, ./gen-choice-files/sim-23.choices,   General,   5120,   43.8 ,   0.0 ,   1927.92   ,   0.0    ,   1927.92 ,   1927.92  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   71 ,   17.1 ,  29.7 ,  1.1 ,  2.7 ,   0.3 ,   1.8 ,   2.3 ,   22.2 ,   12177.8 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1927.9 ,   6056.8,   6575.1,   0.0,   274.5 ,   762.1 ,   30.0 ,   21.8 ,   0.0,   1.0,   2.25,   0.375,   0.906,   15.4,   0.0,   0.0,   0.0,   0.243,   0.786,   2.0,   0.273,   0.793,   0.6,   0.291,   0.951,   10.4,   0.0,   0.0,   0.0,   0.238,   0.749,   4.3,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Habitat_FinalDesign.h2k,  R2000_NZE_Pilot_Mech,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 24, HTAP-work-2, ./gen-choice-files/sim-24.choices,   General,   5120,   0.0 ,   0.0 ,   259.56   ,   56.94    ,   202.62 ,   259.56  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   12506 ,   72 ,   16.2 ,  27.6 ,  1.1 ,  2.7 ,   0.3 ,   1.8 ,   2.3 ,   22.2 ,   0.0 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   202.6 ,   6056.8,   6575.1,   21.2,   274.5 ,   762.1 ,   27.9 ,   20.9 ,   0.0,   1.0,   2.39,   0.375,   0.906,   15.4,   0.0,   0.0,   0.0,   0.243,   0.786,   2.0,   0.273,   0.793,   0.6,   0.291,   0.951,   10.4,   0.0,   0.0,   0.0,   0.238,   0.749,   4.3,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Habitat_FinalDesign.h2k,  as-found,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 25, HTAP-work-0, ./gen-choice-files/sim-25.choices,   General,   5000,   82.3 ,   0.0 ,   2501.03   ,   0.0    ,   2501.03 ,   2501.03  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   90 ,   53.5 ,  53.6 ,  0.0 ,  0.0 ,   0.0 ,   1.7 ,   9.4 ,   22.3 ,   24127.4 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   2501.0 ,   10482.6,   4775.2,   0.0,   208.7 ,   543.8 ,   71.4 ,   85.9 ,   0.0,   1.0,   2.12,   0.269,   0.638,   7.7,   0.0,   0.0,   0.0,   0.26,   0.626,   0.9,   0.0,   0.0,   0.0,   0.27,   0.641,   11.8,   0.0,   0.0,   0.0,   0.263,   0.629,   5.9,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Mattamy_FinalDesign-Project-1.h2k,  R2000_NZE_Pilot_Base,  rates2016,  ACH_2_5,  NA,  NBC_Wall_zone7A_HRV,  NA,  NBC_Ceiling_zone7A_HRV,  NBC_FlatCeiling_zone7A,  NBC_FlatCeiling_zone7A,  NBC_BCIN_zone7A_HRV,  NBC_exposed_zone7A,  NBC-zone7A-window,  R2000_test,  NA,  NBC-zone7A-door,  NBC-zone7A-window,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 26, HTAP-work-1, ./gen-choice-files/sim-26.choices,   General,   5000,   48.9 ,   0.0 ,   1505.38   ,   0.0    ,   1505.38 ,   1505.38  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   47 ,   18.3 ,  18.3 ,  0.0 ,  0.0 ,   0.0 ,   1.7 ,   9.3 ,   22.3 ,   14327.8 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1505.4 ,   5285.2,   4829.3,   0.0,   208.7 ,   543.8 ,   24.4 ,   38.9 ,   0.0,   1.0,   2.3,   0.187,   1.101,   7.7,   0.0,   0.0,   0.0,   0.167,   1.191,   0.9,   0.0,   0.0,   0.0,   0.194,   1.181,   11.8,   0.0,   0.0,   0.0,   0.175,   0.902,   5.9,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Mattamy_FinalDesign-Project-1.h2k,  R2000_NZE_Pilot_Env,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 27, HTAP-work-2, ./gen-choice-files/sim-27.choices,   General,   5000,   35.9 ,   0.0 ,   1117.39   ,   0.0    ,   1117.39 ,   1117.39  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   41 ,   6.6 ,  15.9 ,  0.6 ,  0.6 ,   1.0 ,   5.0 ,   2.8 ,   22.3 ,   10508.9 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1117.4 ,   4984.6,   4829.3,   0.0,   208.7 ,   543.8 ,   21.2 ,   20.6 ,   0.0,   1.0,   2.31,   0.187,   1.101,   7.7,   0.0,   0.0,   0.0,   0.167,   1.191,   0.9,   0.0,   0.0,   0.0,   0.194,   1.181,   11.8,   0.0,   0.0,   0.0,   0.175,   0.902,   5.9,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Mattamy_FinalDesign-Project-1.h2k,  R2000_NZE_Pilot_Mech,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 28, HTAP-work-0, ./gen-choice-files/sim-28.choices,   General,   5000,   0.0 ,   0.0 ,   114.48   ,   0.0    ,   114.48 ,   114.48  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   41 ,   6.4 ,  15.2 ,  0.6 ,  0.6 ,   1.0 ,   5.0 ,   2.8 ,   22.3 ,   0.0 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   114.5 ,   4984.6,   4829.3,   0.0,   208.7 ,   543.8 ,   20.2 ,   20.2 ,   0.0,   1.0,   2.28,   0.187,   1.101,   7.7,   0.0,   0.0,   0.0,   0.167,   1.191,   0.9,   0.0,   0.0,   0.0,   0.194,   1.181,   11.8,   0.0,   0.0,   0.0,   0.175,   0.902,   5.9,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Mattamy_FinalDesign-Project-1.h2k,  as-found,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 29, HTAP-work-1, ./gen-choice-files/sim-29.choices,   General,   5000,   82.2 ,   0.0 ,   2498.69   ,   0.0    ,   2498.69 ,   2498.69  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   88 ,   53.4 ,  53.5 ,  0.0 ,  0.0 ,   0.0 ,   1.7 ,   9.4 ,   22.3 ,   24104.3 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   2498.7 ,   10223.0,   4013.2,   0.0,   208.7 ,   566.0 ,   71.3 ,   85.8 ,   0.0,   1.0,   2.08,   0.269,   0.638,   7.7,   0.0,   0.0,   0.0,   0.26,   0.626,   0.9,   0.0,   0.0,   0.0,   0.27,   0.641,   11.4,   0.0,   0.0,   0.0,   0.261,   0.627,   3.6,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Mattamy-Lot2-10_FinalDesign.h2k,  R2000_NZE_Pilot_Base,  rates2016,  ACH_2_5,  NA,  NBC_Wall_zone7A_HRV,  NA,  NBC_Ceiling_zone7A_HRV,  NBC_FlatCeiling_zone7A,  NBC_FlatCeiling_zone7A,  NBC_BCIN_zone7A_HRV,  NBC_exposed_zone7A,  NBC-zone7A-window,  R2000_test,  NA,  NBC-zone7A-door,  NBC-zone7A-window,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 30, HTAP-work-2, ./gen-choice-files/sim-30.choices,   General,   5000,   46.4 ,   0.0 ,   1431.48   ,   0.0    ,   1431.48 ,   1431.48  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   43 ,   15.7 ,  15.7 ,  0.0 ,  0.0 ,   0.0 ,   1.7 ,   9.3 ,   22.3 ,   13600.4 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1431.5 ,   4562.2,   4067.1,   0.0,   208.7 ,   566.0 ,   20.9 ,   35.4 ,   0.0,   1.0,   2.22,   0.187,   1.101,   7.7,   0.0,   0.0,   0.0,   0.167,   1.191,   0.9,   0.0,   0.0,   0.0,   0.194,   1.181,   11.4,   0.0,   0.0,   0.0,   0.179,   0.773,   3.6,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Mattamy-Lot2-10_FinalDesign.h2k,  R2000_NZE_Pilot_Env,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 31, HTAP-work-0, ./gen-choice-files/sim-31.choices,   General,   5000,   31.6 ,   0.0 ,   991.22   ,   0.0    ,   991.22 ,   991.22  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   38 ,   5.7 ,  13.6 ,  0.6 ,  0.7 ,   0.8 ,   1.7 ,   2.8 ,   22.3 ,   9267.2 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   991.2 ,   4315.7,   4067.1,   0.0,   208.7 ,   566.0 ,   18.1 ,   14.6 ,   0.0,   1.0,   2.26,   0.187,   1.101,   7.7,   0.0,   0.0,   0.0,   0.167,   1.191,   0.9,   0.0,   0.0,   0.0,   0.194,   1.181,   11.4,   0.0,   0.0,   0.0,   0.179,   0.773,   3.6,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Mattamy-Lot2-10_FinalDesign.h2k,  R2000_NZE_Pilot_Mech,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 32, HTAP-work-1, ./gen-choice-files/sim-32.choices,   General,   5000,   0.0 ,   0.0 ,   114.48   ,   582.28    ,   -467.79999999999995 ,   114.48  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   15050 ,   39 ,   5.4 ,  12.8 ,  0.6 ,  0.6 ,   1.0 ,   1.7 ,   2.8 ,   22.3 ,   0.0 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   -467.8 ,   4315.7,   4067.1,   21.7,   208.7 ,   566.0 ,   17.1 ,   14.4 ,   0.0,   1.0,   2.22,   0.187,   1.101,   7.7,   0.0,   0.0,   0.0,   0.167,   1.191,   0.9,   0.0,   0.0,   0.0,   0.194,   1.181,   11.4,   0.0,   0.0,   0.0,   0.179,   0.773,   3.6,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Mattamy-Lot2-10_FinalDesign.h2k,  as-found,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 33, HTAP-work-2, ./gen-choice-files/sim-33.choices,   General,   5000,   82.3 ,   0.0 ,   2498.81   ,   0.0    ,   2498.81 ,   2498.81  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   88 ,   53.4 ,  53.6 ,  0.0 ,  0.0 ,   0.0 ,   1.7 ,   9.4 ,   22.3 ,   24105.6 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   2498.8 ,   10223.4,   4012.8,   0.0,   208.7 ,   566.0 ,   71.3 ,   85.8 ,   0.0,   1.0,   2.13,   0.269,   0.638,   7.7,   0.0,   0.0,   0.0,   0.26,   0.626,   0.9,   0.0,   0.0,   0.0,   0.27,   0.641,   11.4,   0.0,   0.0,   0.0,   0.261,   0.627,   3.6,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Mattamy-Lot2-11_FinalDesign.h2k,  R2000_NZE_Pilot_Base,  rates2016,  ACH_2_5,  NA,  NBC_Wall_zone7A_HRV,  NA,  NBC_Ceiling_zone7A_HRV,  NBC_FlatCeiling_zone7A,  NBC_FlatCeiling_zone7A,  NBC_BCIN_zone7A_HRV,  NBC_exposed_zone7A,  NBC-zone7A-window,  R2000_test,  NA,  NBC-zone7A-door,  NBC-zone7A-window,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
 34, HTAP-work-0, ./gen-choice-files/sim-34.choices,   General,   5000,   47.6 ,   0.0 ,   1466.8   ,   0.0    ,   1466.8 ,   1466.8  ,   0.0  ,   0.0 ,   0.0 ,   0.0 ,   0 ,   45 ,   16.9 ,  17.0 ,  0.0 ,  0.0 ,   0.0 ,   1.7 ,   9.3 ,   22.3 ,   13948.0 ,   0.0  ,   0.0    ,   0.0    ,   0.0    ,   0.0,   1466.8 ,   4778.0,   4067.1,   0.0,   208.7 ,   566.0 ,   22.6 ,   37.1 ,   0.0,   1.0,   2.19,   0.187,   1.101,   7.7,   0.0,   0.0,   0.0,   0.167,   1.191,   0.9,   0.0,   0.0,   0.0,   0.194,   1.181,   11.4,   0.0,   0.0,   0.0,   0.179,   0.773,   3.6,   0.0,   0.0,   0.0,  NA,  R2000-NZE-Pilot-Mattamy-Lot2-11_FinalDesign.h2k,  R2000_NZE_Pilot_Env,  rates2016,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  NA,  R2000_test,  NA,  NA,  NA,  NA,  R2000-HotWater-elec,  NA,  R2000-elec-baseboard,  R2000_HRV,  NoPV,  S,  H2KCodeLibFile,  General,  NA,  interlock,  No-Reduction, 
