ID,Scenario,Archetype,GOtag:Opt-Location,GOtag:Opt-ACH,GOtag:Opt-GenericWall_1Layer_definitions,GOtag:Opt-H2KFoundation,GOtag:Opt-ExposedFloor,GOtag:Opt-Ceilings,GOtag:Opt-CasementWindows,GOtag:Opt-DHWSystem,GOtag:Opt-DWHRSystem,GOtag:Opt-HVACSystem,GOtag:Opt-HRVSpec
1,RR-SmallSFD-1,SmallSFD,Vancouver,ACH_3_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA,CeilR40,LG-avg-Double,BaseDHW,none,basefurnace,NA
2,RR-SmallSFD-2,SmallSFD,Summerland,ACH_3_5,Stud_2x6_R18,STEP_R16FDN_R0_under,NA,CeilR50,LG-avg-Double,BaseDHW,none,basefurnace,NA
3,RR-SmallSFD-3,SmallSFD,Cranbrook,ACH_3_5,Stud_2x6_R18,STEP_R16FDN_R0_under,NA,CeilR50,MG-i89-Double,BaseDHW,none,basefurnace,NA
4,RR-SmallSFD-4,SmallSFD,FORTSTJOHN,ACH_3_5,Stud_2x6_R18,STEP_R20FDN_R0_under,NA,CeilR60,MG-i89-Double,BaseDHW,none,basefurnace,NA
5,RR-SmallSFD-5,SmallSFD,FORTNELSON,ACH_3_5,Stud_2x6_XPS_R-22,STEP_R20FDN_R0_under,NA,CeilR60,MG-HP-Double,BaseDHW,none,basefurnace,NA
6,RR-SmallSFD-6,SmallSFD,URANIUMCITY,ACH_3_5,Stud_2x6_XPS_R-22,STEP_R20FDN_R0_under,NA,CeilR60,MG-HP-Double,BaseDHW,none,basefurnace,NA
7,RR-MediumSFD-7,MediumSFD,Vancouver,ACH_3_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA,CeilR40,LG-avg-Double,BaseDHW,none,basefurnace,NA
8,RR-MediumSFD-8,MediumSFD,Summerland,ACH_3_5,Stud_2x6_R18,STEP_R16FDN_R0_under,NA,CeilR50,LG-avg-Double,BaseDHW,none,basefurnace,NA
9,RR-MediumSFD-9,MediumSFD,Cranbrook,ACH_3_5,Stud_2x6_R18,STEP_R16FDN_R0_under,NA,CeilR50,MG-i89-Double,BaseDHW,none,basefurnace,NA
10,RR-MediumSFD-10,MediumSFD,FORTSTJOHN,ACH_3_5,Stud_2x6_R18,STEP_R20FDN_R0_under,NA,CeilR60,MG-i89-Double,BaseDHW,none,basefurnace,NA
11,RR-MediumSFD-11,MediumSFD,FORTNELSON,ACH_3_5,Stud_2x6_XPS_R-22,STEP_R20FDN_R0_under,NA,CeilR60,MG-HP-Double,BaseDHW,none,basefurnace,NA
12,RR-MediumSFD-12,MediumSFD,URANIUMCITY,ACH_3_5,Stud_2x6_XPS_R-22,STEP_R20FDN_R0_under,NA,CeilR60,MG-HP-Double,BaseDHW,none,basefurnace,NA
13,RR-LargeSFD-13,LargeSFD,Vancouver,ACH_3_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,NA,CeilR40,LG-avg-Double,BaseDHW,none,basefurnace,NA
14,RR-LargeSFD-14,LargeSFD,Summerland,ACH_3_5,Stud_2x6_R18,STEP_R16FDN_R0_under,NA,CeilR50,LG-avg-Double,BaseDHW,none,basefurnace,NA
15,RR-LargeSFD-15,LargeSFD,Cranbrook,ACH_3_5,Stud_2x6_R18,STEP_R16FDN_R0_under,NA,CeilR50,MG-i89-Double,BaseDHW,none,basefurnace,NA
16,RR-LargeSFD-16,LargeSFD,FORTSTJOHN,ACH_3_5,Stud_2x6_R18,STEP_R20FDN_R0_under,NA,CeilR60,MG-i89-Double,BaseDHW,none,basefurnace,NA
17,RR-LargeSFD-17,LargeSFD,FORTNELSON,ACH_3_5,Stud_2x6_XPS_R-22,STEP_R20FDN_R0_under,NA,CeilR60,MG-HP-Double,BaseDHW,none,basefurnace,NA
18,RR-LargeSFD-18,LargeSFD,URANIUMCITY,ACH_3_5,Stud_2x6_XPS_R-22,STEP_R20FDN_R0_under,NA,CeilR60,MG-HP-Double,BaseDHW,none,basefurnace,NA
19,RR-SmallSFD-19,SmallSFD,Vancouver,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,none,CCASHP-ecm,HRV_84
20,RR-SmallSFD-20,SmallSFD,Summerland,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,none,CCASHP-ecm,HRV_84
21,RR-SmallSFD-21,SmallSFD,Cranbrook,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,none,CCASHP-ecm,HRV_84
22,RR-SmallSFD-22,SmallSFD,FORTSTJOHN,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,none,CCASHP-ecm,HRV_84
23,RR-SmallSFD-23,SmallSFD,FORTNELSON,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,none,CCASHP-ecm,HRV_84
24,RR-SmallSFD-24,SmallSFD,URANIUMCITY,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,none,CCASHP-ecm,HRV_84
25,RR-MediumSFD-25,MediumSFD,Vancouver,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
26,RR-MediumSFD-26,MediumSFD,Summerland,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
27,RR-MediumSFD-27,MediumSFD,Cranbrook,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
28,RR-MediumSFD-28,MediumSFD,FORTSTJOHN,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
29,RR-MediumSFD-29,MediumSFD,FORTNELSON,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
30,RR-MediumSFD-30,MediumSFD,URANIUMCITY,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
31,RR-LargeSFD-31,LargeSFD,Vancouver,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
32,RR-LargeSFD-32,LargeSFD,Summerland,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
33,RR-LargeSFD-33,LargeSFD,Cranbrook,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
34,RR-LargeSFD-34,LargeSFD,FORTSTJOHN,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
35,RR-LargeSFD-35,LargeSFD,FORTNELSON,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
36,RR-LargeSFD-36,LargeSFD,URANIUMCITY,ACH_0_6,R-60,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
37,RR-Quadplex-37,Quadplex,Vancouver,ACH_3_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,BaseExpFloor-R27,CeilR40,LG-avg-Double,BaseDHW,none,elec-baseboard,NA
38,RR-Quadplex-38,Quadplex,Summerland,ACH_3_5,Stud_2x6_R18,STEP_R16FDN_R0_under,BaseExpFloor-R27,CeilR50,LG-avg-Double,BaseDHW,none,elec-baseboard,NA
39,RR-Quadplex-39,Quadplex,Cranbrook,ACH_3_5,Stud_2x6_R18,STEP_R16FDN_R0_under,BaseExpFloor-R27,CeilR50,MG-i89-Double,BaseDHW,none,elec-baseboard,NA
40,RR-Quadplex-40,Quadplex,FORTSTJOHN,ACH_3_5,Stud_2x6_R18,STEP_R20FDN_R0_under,BaseExpFloor-R29,CeilR60,MG-i89-Double,BaseDHW,none,elec-baseboard,NA
41,RR-Quadplex-41,Quadplex,FORTNELSON,ACH_3_5,Stud_2x6_XPS_R-22,STEP_R20FDN_R0_under,BaseExpFloor-R29,CeilR60,MG-HP-Double,BaseDHW,none,elec-baseboard,NA
42,RR-Quadplex-42,Quadplex,URANIUMCITY,ACH_3_5,Stud_2x6_XPS_R-22,STEP_R20FDN_R0_under,BaseExpFloor-R29,CeilR60,MG-HP-Double,BaseDHW,none,elec-baseboard,NA
43,RR-Rowhouse-43,Rowhouse,Vancouver,ACH_3_5,Stud_2x6_R16,STEP_SLAB_R0_under,BaseExpFloor-R27,CeilR40,LG-avg-Double,BaseDHW,none,basefurnace,NA
44,RR-Rowhouse-44,Rowhouse,Summerland,ACH_3_5,Stud_2x6_R18,STEP_SLAB_R0_under,BaseExpFloor-R27,CeilR50,LG-avg-Double,BaseDHW,none,basefurnace,NA
45,RR-Rowhouse-45,Rowhouse,Cranbrook,ACH_3_5,Stud_2x6_R18,STEP_SLAB_R0_under,BaseExpFloor-R27,CeilR50,MG-i89-Double,BaseDHW,none,basefurnace,NA
46,RR-Rowhouse-46,Rowhouse,FORTSTJOHN,ACH_3_5,Stud_2x6_R18,STEP_SLAB_R0_under,BaseExpFloor-R29,CeilR60,MG-i89-Double,BaseDHW,none,basefurnace,NA
47,RR-Rowhouse-47,Rowhouse,FORTNELSON,ACH_3_5,Stud_2x6_XPS_R-22,STEP_SLAB_R0_under,BaseExpFloor-R29,CeilR60,MG-HP-Double,BaseDHW,none,basefurnace,NA
48,RR-Rowhouse-48,Rowhouse,URANIUMCITY,ACH_3_5,Stud_2x6_XPS_R-22,STEP_SLAB_R0_under,BaseExpFloor-R29,CeilR60,MG-HP-Double,BaseDHW,none,basefurnace,NA
49,RR-MURB-49,MURB,Vancouver,ACH_3_5,Stud_2x6_R16,STEP_BaseFDN_R0_under,BaseExpFloor-R27,CeilR40,LG-avg-Double,BaseDHW,none,elec-baseboard,NA
50,RR-MURB-50,MURB,Summerland,ACH_3_5,Stud_2x6_R18,STEP_R16FDN_R0_under,BaseExpFloor-R27,CeilR50,LG-avg-Double,BaseDHW,none,elec-baseboard,NA
51,RR-MURB-51,MURB,Cranbrook,ACH_3_5,Stud_2x6_R18,STEP_R16FDN_R0_under,BaseExpFloor-R27,CeilR50,MG-i89-Double,BaseDHW,none,elec-baseboard,NA
52,RR-MURB-52,MURB,FORTSTJOHN,ACH_3_5,Stud_2x6_R18,STEP_R20FDN_R0_under,BaseExpFloor-R29,CeilR60,MG-i89-Double,BaseDHW,none,elec-baseboard,NA
53,RR-MURB-53,MURB,FORTNELSON,ACH_3_5,Stud_2x6_XPS_R-22,STEP_R20FDN_R0_under,BaseExpFloor-R29,CeilR60,MG-HP-Double,BaseDHW,none,elec-baseboard,NA
54,RR-MURB-54,MURB,URANIUMCITY,ACH_3_5,Stud_2x6_XPS_R-22,STEP_R20FDN_R0_under,BaseExpFloor-R29,CeilR60,MG-HP-Double,BaseDHW,none,elec-baseboard,NA
55,RR-Quadplex-55,Quadplex,Vancouver,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
56,RR-Quadplex-56,Quadplex,Summerland,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
57,RR-Quadplex-57,Quadplex,Cranbrook,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
58,RR-Quadplex-58,Quadplex,FORTSTJOHN,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
59,RR-Quadplex-59,Quadplex,FORTNELSON,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
60,RR-Quadplex-60,Quadplex,URANIUMCITY,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
61,RR-Rowhouse-61,Rowhouse,Vancouver,ACH_0_6,R-60,STEP_SLAB_R20_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
62,RR-Rowhouse-62,Rowhouse,Summerland,ACH_0_6,R-60,STEP_SLAB_R20_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
63,RR-Rowhouse-63,Rowhouse,Cranbrook,ACH_0_6,R-60,STEP_SLAB_R20_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
64,RR-Rowhouse-64,Rowhouse,FORTSTJOHN,ACH_0_6,R-60,STEP_SLAB_R20_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
65,RR-Rowhouse-65,Rowhouse,FORTNELSON,ACH_0_6,R-60,STEP_SLAB_R20_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
66,RR-Rowhouse-66,Rowhouse,URANIUMCITY,ACH_0_6,R-60,STEP_SLAB_R20_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
67,RR-MURB-67,MURB,Vancouver,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
68,RR-MURB-68,MURB,Summerland,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
69,RR-MURB-69,MURB,Cranbrook,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
70,RR-MURB-70,MURB,FORTSTJOHN,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
71,RR-MURB-71,MURB,FORTNELSON,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
72,RR-MURB-72,MURB,URANIUMCITY,ACH_0_6,R-60,STEP_R25FDN_R30_under,BaseExpFloor-R40,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
73,RR-SmallSFD-73,SmallSFD,Vancouver,ACH_1_5,Stud_2x6_EPS_R-40,STEP_R25FDN_R20_under,NA,CeilR100,HG-avg-Triple,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
74,RR-SmallSFD-74,SmallSFD,Vancouver,ACH_2_5,Stud_2x6_EPS_R-40,STEP_R25FDN_R20_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-42,CCASHP-ecm,HRV_75
75,RR-SmallSFD-75,SmallSFD,Vancouver,ACH_1_0,Stud_2x6_EPS_R-40,STEP_R16FDN_R20_under,NA,CeilR70,HG-HP-Triple,HPHotWater,DWHR-eff-30,CCASHP-ecm,HRV_84
76,RR-SmallSFD-76,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R16FDN_R30_under,NA,CeilR60,HG-avg-Triple,HPHotWater,DWHR-eff-30,CCASHP-ecm,HRV_75
77,RR-SmallSFD-77,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R25FDN_R20_under,NA,CeilR80,HG-i89-Triple-B,HPHotWater,DWHR-eff-42,basefurnace,HRV_84
78,RR-SmallSFD-78,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R20FDN_R30_under,NA,CeilR40,HG-avg-Triple,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_70
79,RR-SmallSFD-79,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R25FDN_R11_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-30,gas-furnace-ecm,HRV_84
80,RR-SmallSFD-80,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_BaseFDN_R11_under,NA,CeilR50,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_70
81,RR-SmallSFD-81,SmallSFD,Vancouver,ACH_1_5,Stud_2x6_EPS_R-40,STEP_BaseFDN_R11_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_60
82,RR-SmallSFD-82,SmallSFD,Vancouver,ACH_2_5,Stud_2x6_EPS_R-40,STEP_R20FDN_R30_under,NA,CeilR100,HG-avg-Triple,HPHotWater,DWHR-eff-30,CCASHP-ecm,HRV_84
83,RR-SmallSFD-83,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-42,gas-furnace-ecm,HRV_60
84,RR-SmallSFD-84,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R25FDN_R20_under,NA,CeilR100,HG-avg-Triple,HPHotWater,DWHR-eff-55,gas-furnace-ecm,HRV_60
85,RR-SmallSFD-85,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R25FDN_R30_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-30,basefurnace,HRV_70
86,RR-SmallSFD-86,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R25FDN_R20_under,NA,CeilR70,HG-i89-Triple-B,HPHotWater,DWHR-eff-42,basefurnace,HRV_70
87,RR-SmallSFD-87,SmallSFD,Vancouver,ACH_1_5,Stud_2x6_EPS_R-40,STEP_R16FDN_R11_under,NA,CeilR70,HG-avg-Triple,HPHotWater,DWHR-eff-42,CCASHP-ecm,HRV_60
88,RR-SmallSFD-88,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R16FDN_R11_under,NA,CeilR40,HG-i89-Triple-B,HPHotWater,DWHR-eff-30,CCASHP-ecm,HRV_60
89,RR-SmallSFD-89,SmallSFD,Vancouver,ACH_0_6,Stud_2x4_2in_XPS_R-24,STEP_R16FDN_R20_under,NA,CeilR100,HG-avg-Triple,HPHotWater,DWHR-eff-30,CCASHP-ecm,HRV_75
90,RR-SmallSFD-90,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R20FDN_R20_under,NA,CeilR40,HG-avg-Triple,HPHotWater,DWHR-eff-55,CCASHP-ecm,NA
91,RR-SmallSFD-91,SmallSFD,Vancouver,ACH_1_0,Stud_2x6_EPS_R-40,STEP_R25FDN_R20_under,NA,CeilR70,LG-avg-Double,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_84
92,RR-SmallSFD-92,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R25FDN_R20_under,NA,CeilR70,LG-avg-Triple,HPHotWater,none,CCASHP-ecm,HRV_84
93,RR-SmallSFD-93,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_BaseFDN_R30_under,NA,CeilR40,HG-HP-Triple,HPHotWater,DWHR-eff-42,CCASHP-ecm,HRV_60
94,RR-SmallSFD-94,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_XPS_R-30,STEP_R25FDN_R20_under,NA,CeilR100,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,gas-furnace-ecm,HRV_84
95,RR-SmallSFD-95,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R25FDN_R20_under,NA,CeilR100,MG-i89-Double,HPHotWater,none,CCASHP-ecm,HRV_60
96,RR-SmallSFD-96,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R25FDN_R30_under,NA,CeilR70,HG-i89-Triple-B,HPHotWater,DWHR-eff-30,basefurnace,HRV_70
97,RR-SmallSFD-97,SmallSFD,Vancouver,ACH_1_0,Stud_2x6_EPS_R-40,STEP_R25FDN_R30_under,NA,CeilR100,HG-avg-Triple,HPHotWater,DWHR-eff-55,gas-furnace-ecm,HRV_60
98,RR-SmallSFD-98,SmallSFD,Vancouver,ACH_0_6,Stud_2x6_EPS_R-40,STEP_R25FDN_R20_under,NA,CeilR60,MG-i89-Double,HPHotWater,none,CCASHP-ecm,HRV_84
99,RR-SmallSFD-99,SmallSFD,Vancouver,ACH_0_6,Stud_2x4_2in_XPS_R-24,STEP_BaseFDN_R20_under,NA,CeilR100,HG-avg-Triple,HPHotWater,DWHR-eff-30,CCASHP-ecm,HRV_84
100,RR-SmallSFD-100,SmallSFD,Vancouver,ACH_3_5,Stud_2x6_EPS_R-40,STEP_R25FDN_R30_under,NA,CeilR40,HG-i89-Triple-B,HPHotWater,DWHR-eff-55,CCASHP-ecm,HRV_70
